ID,Wind speed in km/h,Water temperature in degrees Celsius,Waterfowl population,Wave Action,Turbidity of water (NTUs)
14739,18,10,13,NA,1.26
14740,18,8,NA,NA,NA
14741,18,NA,NA,High,NA
14742,18,10,NA,Moderate,NA
14743,18,10,NA,NA,NA
14744,18,9,NA,NA,NA
14745,18,10,1,Moderate,NA
14746,18,9,3,Moderate,NA
14747,18,9,NA,Moderate,NA
14748,20,18,NA,Moderate,9.86
14749,20,15,18,Moderate,1.26
14750,20,17,NA,Moderate,NA
14751,20,17,NA,Moderate,NA
14752,20,17,NA,Moderate,NA
14753,20,12,NA,Moderate,NA
14754,20,17,NA,Moderate,NA
14755,20,15,53,Low,NA
14756,20,16,3,Low,NA
14757,20,16,1,Low,NA
14758,17,13,24,NA,2.23
14759,17,13,27,NA,0.46
14760,17,9,NA,NA,NA
14761,17,13,1,NA,NA
14762,17,13,14,NA,NA
14763,17,10,21,NA,NA
14764,17,14,17,NA,NA
14765,17,6,1,NA,NA
14766,17,6,32,NA,NA
14767,17,10,NA,Low,NA
14768,8,11,9,Moderate,7.76
14769,8,13,3,Moderate,25
14770,8,12,3,Moderate,NA
14771,8,12,NA,Moderate,NA
14772,8,13,4,Moderate,NA
14773,8,13,2,Moderate,NA
14774,8,14,5,Moderate,NA
14775,8,12,36,Low,NA
14776,8,12,24,Low,NA
14777,8,13,8,Low,NA
14778,9,10,10,Low,0.8
14779,9,12,3,Low,1.09
14780,9,14,3,NA,NA
14781,9,14,NA,NA,NA
14782,9,16,NA,NA,NA
14783,9,15,10,NA,NA
14784,9,16,NA,Low,NA
14785,9,8,22,Low,NA
14786,9,8,14,Low,NA
14787,9,13,87,Low,NA
14788,5,18,7,Moderate,4.49
14789,5,18,21,Low,2.64
14790,5,17,NA,Low,NA
14791,5,18,6,Low,NA
14792,5,18,NA,Low,NA
14793,5,19,NA,Low,NA
14794,5,19,2,Low,NA
14795,5,18,NA,Moderate,NA
14796,5,18,19,Moderate,NA
14797,5,17,NA,Moderate,NA
14798,15,14,NA,NA,NA
14799,15,15,30,NA,NA
14800,15,14,NA,NA,NA
14801,15,15,NA,NA,NA
14802,15,17,7,NA,NA
14803,15,17,NA,NA,NA
14804,15,18,10,NA,NA
14805,15,8,NA,NA,NA
14806,15,8,NA,NA,NA
14807,15,11,8,NA,NA
14808,18,7,9,Low,8.02
14809,18,7,13,Low,0.56
14810,18,10,NA,Low,NA
14811,18,12,NA,Low,NA
14812,18,13,2,Low,NA
14813,18,13,1,Low,NA
14814,18,13,10,Low,NA
14815,18,12,2,Low,NA
14816,18,10,8,Low,NA
14817,18,8,33,Low,NA
14818,9,19,NA,NA,1.79
14819,9,19,NA,NA,0.71
14820,9,19,2,NA,NA
14821,9,19,NA,NA,NA
14822,9,19,5,NA,NA
14823,9,20,2,NA,NA
14824,9,20,NA,NA,NA
14825,9,17,1,NA,NA
14826,9,17,32,NA,NA
14827,9,19,NA,NA,NA
14828,28,18,NA,NA,13.8
14829,28,16,NA,Moderate,0.72
14830,28,17,NA,NA,NA
14831,28,16,NA,Moderate,NA
14832,28,18,NA,Moderate,NA
14833,28,18,NA,NA,NA
14834,28,17,NA,NA,NA
14835,28,12,53,Moderate,NA
14836,28,12,47,Moderate,NA
14837,28,16,6,Moderate,NA
14838,41,17,NA,High,9.2
14839,41,17,3,Low,0.88
14840,41,16,NA,Low,NA
14841,41,NA,NA,None,NA
14842,41,16,2,High,NA
14843,41,17,NA,Low,NA
14844,41,17,6,Moderate,NA
14845,41,16,NA,Moderate,NA
14846,41,16,NA,Moderate,NA
14847,41,16,3,Moderate,NA
14848,18,22,NA,Moderate,1.2
14849,18,22,12,NA,1.22
14850,18,22,NA,Moderate,NA
14851,18,22,NA,Moderate,NA
14852,18,22,33,NA,NA
14853,18,23,NA,Moderate,NA
14854,18,23,NA,Low,NA
14855,18,20,NA,Low,NA
14856,18,20,7,Low,NA
14857,18,18,10,Moderate,NA
14858,9,23,34,NA,NA
14859,9,23,12,NA,NA
14860,9,18,NA,NA,NA
14861,9,21,NA,NA,NA
14862,9,21,60,NA,NA
14863,9,21,3,NA,NA
14864,9,20,9,NA,NA
14865,9,20,3,NA,NA
14866,9,21,25,NA,NA
14867,9,20,3,NA,NA
14868,17,NA,NA,None,NA
14869,17,21,36,NA,7.73
14870,17,NA,NA,None,NA
14871,17,NA,NA,None,NA
14872,17,NA,NA,None,NA
14873,17,NA,NA,None,NA
14874,17,22,11,NA,NA
14875,17,21,NA,NA,NA
14876,17,22,NA,NA,NA
14877,17,NA,NA,None,NA
14878,21,11,21,Moderate,0.61
14879,21,14,66,Low,0.93
14880,21,15,NA,Moderate,NA
14881,21,14,NA,Low,NA
14882,21,15,3,NA,NA
14883,21,15,17,NA,NA
14884,21,15,3,NA,NA
14885,21,11.5,31,Low,NA
14886,21,11.5,102,Low,NA
14887,21,15,1,NA,NA
14888,11,19,NA,NA,1.82
14889,11,21,11,NA,1.06
14890,11,22,NA,NA,NA
14891,11,22,NA,NA,NA
14892,11,22,NA,NA,NA
14893,11,22,NA,NA,NA
14894,11,23,NA,NA,NA
14895,11,20,2,Low,NA
14896,11,20,63,Low,NA
14897,11,17,3,NA,NA
14898,15,20,NA,NA,NA
14899,15,21,NA,NA,NA
14900,15,NA,NA,None,NA
14901,NA,NA,NA,Low,3.05
14902,NA,17,15,Low,1.63
14903,NA,18,16,Low,NA
14904,NA,19,NA,Low,NA
14905,NA,18,3,Low,NA
14906,NA,20,NA,Low,NA
14907,NA,21,3,Low,NA
14908,NA,9,20,Low,NA
14909,NA,9,75,Low,NA
14910,NA,12,NA,Low,NA
14911,5,12,4,NA,0.46
14912,5,12,12,NA,0.77
14913,5,13,NA,Low,NA
14914,5,15,NA,Low,NA
14915,5,15,24,Low,NA
14916,5,16,7,Low,NA
14917,5,14,2,Low,NA
14918,5,7,6,NA,NA
14919,5,7,19,NA,NA
14920,5,8,NA,NA,NA
14921,5,17,NA,Low,5.28
14922,5,18,4,NA,2.67
14923,5,18,NA,Moderate,NA
14924,5,18,NA,Moderate,NA
14925,5,18,9,Low,NA
14926,5,18,NA,Moderate,NA
14927,5,18,2,Low,NA
14928,5,22,NA,Low,NA
14929,5,22,12,Low,NA
14930,5,20,NA,Low,NA
14931,17,18,7,Low,1.66
14932,17,21,23,Low,1.24
14933,17,22,NA,NA,NA
14934,17,22,3,Low,NA
14935,17,22,NA,Low,NA
14936,17,22,NA,Low,NA
14937,17,21,1,NA,NA
14938,17,19,10,Moderate,NA
14939,17,18,30,Moderate,NA
14940,17,18,36,Moderate,NA
14941,9,13,NA,NA,2.08
14942,9,14,NA,NA,0.55
14943,9,15,3,NA,NA
14944,9,15,NA,NA,NA
14945,9,13,NA,NA,NA
14946,9,14,NA,NA,NA
14947,9,14,10,NA,NA
14948,9,12,2,NA,NA
14949,9,12,15,NA,NA
14950,9,11,NA,NA,NA
14951,15,16,NA,NA,1.18
14952,15,17,44,NA,0.81
14953,15,17,NA,Low,NA
14954,15,20,NA,NA,NA
14955,15,20,12,NA,NA
14956,15,20,NA,NA,NA
14957,15,21,13,NA,NA
14958,15,19,NA,Low,NA
14959,15,18,6,Low,NA
14960,15,17,23,NA,NA
14961,13,17,NA,NA,0.96
14962,13,21,7,NA,0.8
14963,13,17,NA,Low,NA
14964,13,20,NA,NA,NA
14965,13,21,NA,NA,NA
14966,13,22,NA,NA,NA
14967,13,24,NA,NA,NA
14968,13,18,NA,NA,NA
14969,13,18,NA,NA,NA
14970,13,17,15,NA,NA
14971,15,22,7,Low,0.95
14972,15,22,2,NA,0.62
14973,15,22,3,NA,NA
14974,15,22,NA,NA,NA
14975,15,23,22,NA,NA
14976,15,23,NA,NA,NA
14977,15,22,5,NA,NA
14978,15,NA,5,NA,NA
14979,15,NA,13,NA,NA
14980,15,17,7,Low,NA
14981,17,22,NA,Moderate,3.1
14982,17,23,29,NA,1.5
14983,17,23,NA,Low,NA
14984,17,23,NA,Moderate,NA
14985,17,23,NA,Moderate,NA
14986,17,22,NA,Moderate,NA
14987,17,22,NA,Low,NA
14988,17,14,2,Low,NA
14989,17,14,NA,NA,NA
14990,17,19,NA,Low,NA
14991,21,20,NA,NA,2.28
14992,21,20,NA,NA,1.08
14993,21,17,NA,NA,NA
14994,21,15,NA,NA,NA
14995,21,19,NA,NA,NA
14996,21,20,NA,NA,NA
14997,21,21,NA,NA,NA
14998,21,14,NA,NA,NA
14999,21,14,37,NA,NA
15000,21,17,2,Low,NA
15001,13,16,14,Low,2.56
15002,13,15,22,NA,0.95
15003,13,18,NA,NA,NA
15004,13,17,NA,NA,NA
15005,13,17,NA,NA,NA
15006,13,18,NA,NA,NA
15007,13,17,4,NA,NA
15008,13,17,12,NA,NA
15009,13,18,NA,NA,NA
15010,13,17,3,NA,NA
15011,13,18,3,NA,1.12
15012,13,18,7,NA,0.6
15013,13,16,NA,NA,NA
15014,13,18,NA,NA,NA
15015,13,19,105,NA,NA
15016,13,18,NA,NA,NA
15017,13,17,23,NA,NA
15018,13,17,4,NA,NA
15019,13,17,13,NA,NA
15020,8,11,1,Low,1.66
15021,8,11,3,Low,1.22
15022,8,11,NA,Low,NA
15023,8,12,NA,Low,NA
15024,8,12,NA,Low,NA
15025,8,12,NA,Low,NA
15026,8,12,NA,Low,NA
15027,8,10,12,Low,NA
15028,8,10,22,Low,NA
15029,8,11,55,Low,NA
15030,17,10,1,NA,0.77
15031,17,11,1,NA,0.86
15032,17,10,NA,NA,NA
15033,17,12,NA,NA,NA
15034,17,16,1,NA,NA
15035,17,15,NA,NA,NA
15036,17,17,8,NA,NA
15037,17,11,8,NA,NA
15038,17,11,14,NA,NA
15039,17,6,NA,Low,NA
15040,11,22,4,NA,1.76
15041,11,20,38,NA,0.74
15042,11,21,NA,NA,NA
15043,11,21,12,NA,NA
15044,11,22,15,NA,NA
15045,11,22,NA,NA,NA
15046,11,23,NA,NA,NA
15047,11,18,6,NA,NA
15048,11,19,28,NA,NA
15049,11,19,NA,NA,NA
15050,4,18,7,Low,0.64
15051,4,17,14,Low,1
15052,4,18,NA,NA,NA
15053,4,19,NA,NA,NA
15054,4,19,2,NA,NA
15055,4,20,NA,NA,NA
15056,4,20,3,NA,NA
15057,4,16,NA,NA,NA
15058,4,16,15,NA,NA
15059,4,18,NA,NA,NA
15060,17,22,5,Moderate,5.52
15061,17,21,12,Low,1.09
15062,17,20,2,Low,NA
15063,17,21,NA,Moderate,NA
15064,17,21,NA,Low,NA
15065,17,21,NA,Low,NA
15066,17,23,36,Low,NA
15067,17,18,8,Low,NA
15068,17,18,12,Low,NA
15069,17,23,NA,Moderate,NA
15070,4,10,30,NA,1.07
15071,4,15,NA,NA,1.75
15072,4,16,12,NA,NA
15073,4,16,2,NA,NA
15074,4,15,40,NA,NA
15075,4,15,NA,NA,NA
15076,4,15,6,NA,NA
15077,4,15,2,Low,NA
15078,4,15,13,Low,NA
15079,4,12,NA,NA,NA
15080,11,13,5,Moderate,2.24
15081,11,16,3,Moderate,1.15
15082,11,20,NA,Moderate,NA
15083,11,20,NA,Moderate,NA
15084,11,20,14,Low,NA
15085,11,20,NA,Low,NA
15086,11,18,5,Low,NA
15087,11,20,NA,Low,NA
15088,11,20,NA,Low,NA
15089,11,20,NA,Low,NA
15090,9,7,14,Moderate,1.06
15091,9,8,22,Moderate,0.61
15092,9,14,NA,NA,NA
15093,9,12,NA,NA,NA
15094,9,13,2,NA,NA
15095,9,14,NA,NA,NA
15096,9,15,3,NA,NA
15097,9,12,29,Moderate,NA
15098,9,10,13,Low,NA
15099,9,7,25,Moderate,NA
15100,15,17,NA,NA,0.87
15101,15,17,61,NA,0.9
15102,15,16,NA,Low,NA
15103,15,16,NA,Low,NA
15104,15,19,NA,Low,NA
15105,15,19,NA,NA,NA
15106,15,20,NA,NA,NA
15107,15,14,19,Moderate,NA
15108,15,13,40,Low,NA
15109,15,16,3,Moderate,NA
15110,11,22,NA,NA,0.79
15111,11,21,6,NA,0.42
15112,11,20,NA,NA,NA
15113,11,21,NA,NA,NA
15114,11,21,3,NA,NA
15115,11,21,NA,NA,NA
15116,11,21,NA,NA,NA
15117,11,18,NA,NA,NA
15118,11,17,5,NA,NA
15119,11,16,10,NA,NA
15120,18,20,NA,High,10.9
15121,18,18,61,NA,1.02
15122,18,19,3,NA,NA
15123,18,19,NA,Moderate,NA
15124,18,19,16,Moderate,NA
15125,18,19,NA,NA,NA
15126,18,20,NA,NA,NA
15127,18,20,NA,High,NA
15128,18,20,1,High,NA
15129,18,22,2,High,NA
15130,32,13,10,Moderate,0.71
15131,32,13,4,Moderate,0.85
15132,32,11,7,NA,NA
15133,32,11,NA,NA,NA
15134,32,11,11,Low,NA
15135,32,11,5,NA,NA
15136,32,10,2,NA,NA
15137,32,13,5,Low,NA
15138,32,13,30,Low,NA
15139,32,12,7,Low,NA
15140,21,20,NA,NA,1.19
15141,21,20,NA,NA,1.74
15142,21,18,4,Low,NA
15143,21,19,NA,Moderate,NA
15144,21,19,6,NA,NA
15145,21,18,2,Moderate,NA
15146,21,17,2,Low,NA
15147,21,18,NA,NA,NA
15148,21,18,25,NA,NA
15149,21,21,5,NA,NA
15150,8,19,5,Low,1.12
15151,8,20,27,Low,1.21
15152,8,20,2,Low,NA
15153,8,20,NA,Low,NA
15154,8,20,3,Low,NA
15155,8,20,NA,Low,NA
15156,8,20,20,Low,NA
15157,8,16,17,Low,NA
15158,8,16,57,Low,NA
15159,8,18,NA,Moderate,NA
15160,13,6,NA,Low,1.11
15161,13,6,NA,Low,1.91
15162,13,7,34,Low,NA
15163,13,7,23,Low,NA
15164,13,6,5,Low,NA
15165,13,8,13,Low,NA
15166,13,6,NA,Low,NA
15167,13,5,4,Low,NA
15168,13,5,18,Low,NA
15169,13,6,100,Low,NA
15170,5,11,6,Low,1.06
15171,5,11,2,Low,0.94
15172,5,8,5,Low,NA
15173,5,9,NA,Low,NA
15174,5,10,NA,Low,NA
15175,5,10,NA,Low,NA
15176,5,11,NA,Low,NA
15177,5,6,24,Low,NA
15178,5,6,18,Low,NA
15179,5,NA,NA,None,NA
15180,15,16,6,Low,1.65
15181,15,16,4,NA,0.93
15182,15,NA,NA,None,NA
15183,15,NA,NA,None,NA
15184,15,NA,NA,None,NA
15185,15,NA,NA,None,NA
15186,15,21,1,NA,NA
15187,15,15,20,Moderate,NA
15188,15,15,41,NA,NA
15189,15,20,NA,NA,NA
15190,4,20,NA,NA,NA
15191,4,20,NA,NA,NA
15192,4,20,5,NA,NA
15193,4,24,NA,NA,NA
15194,4,24,7,NA,NA
15195,4,24,NA,NA,NA
15196,4,22,4,Low,NA
15197,4,20,NA,NA,NA
15198,4,20,89,NA,NA
15199,4,19,13,NA,NA
15200,5,5,8,NA,0.49
15201,5,8,12,NA,1.41
15202,5,13,NA,NA,NA
15203,5,15,1,NA,NA
15204,5,15,10,NA,NA
15205,5,15,NA,NA,NA
15206,5,18,7,NA,NA
15207,5,12,3,Low,NA
15208,5,10,35,Low,NA
15209,5,12,2,Moderate,NA
15210,9,16,NA,NA,1.99
15211,9,18,51,NA,1.48
15212,9,22,NA,NA,NA
15213,9,22,NA,NA,NA
15214,9,22,NA,NA,NA
15215,9,22,NA,NA,NA
15216,9,NA,NA,None,NA
15217,9,15,14,Low,NA
15218,9,14,25,Low,NA
15219,9,19,3,NA,NA
15220,11,22,NA,NA,0.71
15221,11,22,16,NA,1.05
15222,11,18,NA,NA,NA
15223,11,18,NA,NA,NA
15224,11,18,NA,NA,NA
15225,11,18,NA,NA,NA
15226,11,19,NA,NA,NA
15227,11,17,18,NA,NA
15228,11,16,32,NA,NA
15229,11,19,9,NA,NA
15230,4,20,7,NA,0.85
15231,4,19,27,NA,1.19
15232,4,22,NA,NA,NA
15233,4,22,NA,NA,NA
15234,4,22,2,NA,NA
15235,4,22,NA,NA,NA
15236,4,22,NA,NA,NA
15237,4,21,NA,NA,NA
15238,4,21,31,NA,NA
15239,4,22,22,NA,NA
15240,13,12,2,NA,1.56
15241,13,13,6,NA,1.37
15242,13,11,NA,NA,NA
15243,13,12,1,Low,NA
15244,13,12,NA,NA,NA
15245,13,12,NA,NA,NA
15246,13,13,2,NA,NA
15247,13,10,15,NA,NA
15248,13,10,57,NA,NA
15249,13,14,23,NA,NA
15250,13,16,3,NA,NA
15251,22,6,NA,NA,0.52
15252,22,8,NA,NA,0.44
15253,22,8,NA,NA,NA
15254,22,9,NA,NA,NA
15255,22,9,NA,NA,NA
15256,22,11,2,NA,NA
15257,22,11,NA,NA,NA
15258,22,12,4,Low,NA
15259,22,12,53,Low,NA
15260,22,10,NA,Low,NA
15261,9,13,6,NA,0.96
15262,9,14,14,NA,0.58
15263,9,17,NA,NA,NA
15264,9,17,1,NA,NA
15265,9,17,2,NA,NA
15266,9,17,NA,NA,NA
15267,9,17,NA,NA,NA
15268,9,15,4,NA,NA
15269,9,16,19,NA,NA
15270,9,17,1,NA,NA
15271,5,9,NA,NA,1.2
15272,5,10,10,NA,0.7
15273,5,13,4,NA,NA
15274,5,13,NA,NA,NA
15275,5,15,6,NA,NA
15276,5,15,25,NA,NA
15277,5,16,40,NA,NA
15278,5,11,1,NA,NA
15279,5,11,87,NA,NA
15280,5,9,NA,NA,NA
15281,15,13,22,Moderate,0.51
15282,15,16,58,NA,0.76
15283,15,17,NA,Low,NA
15284,15,18,NA,Low,NA
15285,15,18,NA,Low,NA
15286,15,19,NA,Low,NA
15287,14,21,NA,Low,NA
15288,14,18,NA,Low,NA
15289,14,18,36,Low,NA
15290,14,12,20,Moderate,NA
15291,35,NA,NA,None,NA
15292,35,16,9,NA,1.03
15293,35,NA,NA,None,NA
15294,35,NA,NA,None,NA
15295,35,NA,NA,None,NA
15296,35,16,NA,Low,NA
15297,35,15,NA,Low,NA
15298,35,14,NA,Moderate,NA
15299,35,13,8,Low,NA
15300,35,16,NA,High,NA
15301,5,19,NA,Moderate,1.03
15302,5,20,53,NA,1.39
15303,5,18,NA,Moderate,NA
15304,5,18,NA,High,NA
15305,5,18,8,Low,NA
15306,5,18,NA,Moderate,NA
15307,5,19,NA,Moderate,NA
15308,5,17,7,Low,NA
15309,5,17,14,Low,NA
15310,5,16,14,Low,NA
15311,8,10,2,NA,0.58
15312,8,12,33,NA,0.93
15313,8,15,NA,NA,NA
15314,8,17,2,NA,NA
15315,8,18,NA,NA,NA
15316,8,19,NA,NA,NA
15317,8,18,3,NA,NA
15318,8,14,NA,NA,NA
15319,8,13,9,NA,NA
15320,8,14,NA,NA,NA
15321,8,15,10,Low,0.46
15322,8,15,30,Low,0.91
15323,8,15,4,NA,NA
15324,8,15,3,NA,NA
15325,8,15,20,NA,NA
15326,8,14,NA,NA,NA
15327,8,14,3,NA,NA
15328,8,13,NA,NA,NA
15329,8,13,24,NA,NA
15330,8,13,7,Low,NA
15331,5,12,NA,NA,0.49
15332,5,12,6,NA,0.62
15333,5,NA,NA,None,NA
15334,5,NA,NA,None,NA
15335,5,NA,NA,None,NA
15336,5,NA,NA,None,NA
15337,5,NA,NA,None,NA
15338,5,11.5,7,NA,NA
15339,5,11,61,NA,NA
15340,5,15,NA,NA,NA
15341,15,21,3,Low,2.36
15342,15,19,32,NA,0.91
15343,15,22,NA,NA,NA
15344,15,23,NA,NA,NA
15345,15,23,100,NA,NA
15346,15,24,NA,NA,NA
15347,15,24,NA,NA,NA
15348,15,21,NA,NA,NA
15349,15,20,26,NA,NA
15350,15,23,13,NA,NA
15351,11,19,NA,Low,0.8
15352,11,21,5,Low,1.42
15353,11,21,53,Moderate,NA
15354,11,21,5,Moderate,NA
15355,11,21,130,Moderate,NA
15356,11,22,2,Moderate,NA
15357,11,23,NA,NA,NA
15358,11,20,96,NA,NA
15359,11,20,27,NA,NA
15360,11,18,NA,Low,NA
15361,9,18,NA,NA,1.97
15362,9,18,NA,NA,0.59
15363,9,18,NA,NA,NA
15364,9,18,NA,NA,NA
15365,9,18,NA,NA,NA
15366,9,18,NA,NA,NA
15367,9,19,14,NA,NA
15368,9,17,4,NA,NA
15369,9,17,89,NA,NA
15370,9,20,26,Low,NA
15371,18,14,NA,NA,0.62
15372,18,16,NA,NA,0.92
15373,18,15,NA,NA,NA
15374,18,15,NA,NA,NA
15375,18,15,2,NA,NA
15376,18,16,NA,NA,NA
15377,18,17,NA,NA,NA
15378,18,14,2,NA,NA
15379,18,14,NA,NA,NA
15380,18,13,18,NA,NA
15381,9,20,NA,NA,0.78
15382,9,20,20,NA,0.98
15383,9,22,NA,NA,NA
15384,9,22,11,NA,NA
15385,9,23,8,NA,NA
15386,9,24,NA,NA,NA
15387,9,24,NA,NA,NA
15388,9,18,8,NA,NA
15389,9,19,37,NA,NA
15390,9,20,17,NA,NA
15391,4,12,5,NA,5.23
15392,4,12,31,NA,1.42
15393,4,17,NA,Low,NA
15394,4,17,NA,Moderate,NA
15395,4,17,NA,NA,NA
15396,4,17,NA,NA,NA
15397,4,18,NA,NA,NA
15398,4,15,NA,Low,NA
15399,4,16,7,NA,NA
15400,4,16,37,Moderate,NA
15401,11,15,NA,Low,5.2
15402,11,16,51,NA,0.91
15403,11,17,3,Low,NA
15404,11,18,NA,Low,NA
15405,11,18,NA,Low,NA
15406,11,20,NA,Low,NA
15407,11,18,NA,Low,NA
15408,11,18,NA,Moderate,NA
15409,11,18,7,Moderate,NA
15410,11,17,5,Moderate,NA
15411,13,14,NA,NA,0.82
15412,13,15,24,NA,0.7
15413,13,16,NA,Low,NA
15414,13,17,NA,Low,NA
15415,13,16,8,NA,NA
15416,13,17,37,NA,NA
15417,13,17,NA,NA,NA
15418,13,21,NA,NA,NA
15419,13,21,6,NA,NA
15420,13,19,3,NA,NA
15421,9,22,NA,Low,4.67
15422,9,22,18,NA,0.67
15423,9,21,NA,NA,NA
15424,9,21,NA,NA,NA
15425,9,21,25,NA,NA
15426,9,21,4,NA,NA
15427,9,22,7,NA,NA
15428,9,21,15,NA,NA
15429,9,21,68,NA,NA
15430,9,18,7,NA,NA
15431,21,20,NA,Low,1.37
15432,21,22,34,NA,1.57
15433,21,19,NA,Moderate,NA
15434,21,19,NA,Moderate,NA
15435,21,20,14,Moderate,NA
15436,21,21,NA,Low,NA
15437,21,22,NA,Low,NA
15438,21,18,6,Low,NA
15439,21,18,NA,Low,NA
15440,21,19,8,NA,NA
15441,35,12,2,NA,0.88
15442,35,12,4,NA,1.54
15443,35,11,2,NA,NA
15444,35,12,3,NA,NA
15445,35,12,11,NA,NA
15446,35,12,1,NA,NA
15447,25,11,8,NA,NA
15448,25,12,20,NA,NA
15449,25,12,30,NA,NA
15450,25,13,NA,Low,NA
15451,9,19,NA,NA,1.23
15452,9,20,1,NA,0.53
15453,9,20,NA,NA,NA
15454,9,20,NA,NA,NA
15455,9,19,19,NA,NA
15456,9,20,3,NA,NA
15457,9,21,NA,NA,NA
15458,9,20,6,NA,NA
15459,9,20,64,NA,NA
15460,9,19,5,NA,NA
15461,9,17,NA,NA,1.53
15462,9,17,7,NA,1.17
15463,9,17,3,NA,NA
15464,9,18,4,NA,NA
15465,9,18,13,NA,NA
15466,9,17,2,NA,NA
15467,9,17,7,NA,NA
15468,9,17,NA,NA,NA
15469,9,16,NA,NA,NA
15470,9,16,NA,NA,NA
15471,18,NA,NA,None,NA
15472,18,18,34,NA,2.77
15473,18,NA,NA,None,NA
15474,18,NA,NA,None,NA
15475,18,NA,NA,None,NA
15476,18,NA,NA,None,NA
15477,18,23,4,Low,NA
15478,18,21,3,NA,NA
15479,18,20,15,NA,NA
15480,18,NA,NA,None,NA
15481,5,10,NA,Low,1.7
15482,5,10,3,Low,2.51
15483,5,6,4,Low,NA
15484,5,8,NA,Low,NA
15485,5,8,8,Low,NA
15486,5,8,NA,Low,NA
15487,5,9,5,Low,NA
15488,5,5,8,Low,NA
15489,5,5,15,Low,NA
15490,5,8,200,Low,NA
15491,6,14,NA,NA,1.8
15492,6,16,50,NA,1.08
15493,6,NA,NA,None,NA
15494,6,NA,NA,None,NA
15495,6,NA,NA,None,NA
15496,6,NA,NA,None,NA
15497,6,19,NA,NA,NA
15498,6,16,5,NA,NA
15499,6,15,20,NA,NA
15500,6,19,3,NA,NA
15501,18,13,NA,NA,0.56
15502,18,12,NA,NA,1.26
15503,18,11,NA,Low,NA
15504,18,12,NA,Low,NA
15505,18,12,NA,Low,NA
15506,18,12,NA,Low,NA
15507,18,13,7,NA,NA
15508,18,9,NA,NA,NA
15509,18,10,38,NA,NA
15510,18,10,12,NA,NA
15511,28,9,7,NA,0.41
15512,28,11,71,NA,0.38
15513,28,12,NA,NA,NA
15514,28,12,NA,NA,NA
15515,28,13,NA,NA,NA
15516,28,14,16,NA,NA
15517,28,14,9,NA,NA
15518,28,10,NA,NA,NA
15519,28,10,22,NA,NA
15520,28,12,69,NA,NA
15521,24,16,NA,Moderate,2.08
15522,24,14,31,NA,0.72
15523,24,15,NA,NA,NA
15524,24,16,NA,High,NA
15525,24,NA,NA,None,NA
15526,24,18,NA,NA,NA
15527,24,18,NA,NA,NA
15528,24,16,7,High,NA
15529,24,16,4,High,NA
15530,24,17,NA,Moderate,NA
15531,9,16,108,Moderate,1.51
15532,9,17,41,Moderate,1.4
15533,9,20,7,Low,NA
15534,9,20,NA,Low,NA
15535,9,21,34,NA,NA
15536,9,22,4,Low,NA
15537,9,22,2,Low,NA
15538,9,17,19,Low,NA
15539,9,16,113,Low,NA
15540,9,17,17,NA,NA
15541,8,18,21,NA,2.41
15542,8,19,102,NA,0.86
15543,8,23,NA,NA,NA
15544,8,23,3,NA,NA
15545,8,22,NA,NA,NA
15546,8,24,NA,NA,NA
15547,8,24,NA,NA,NA
15548,8,22,2,NA,NA
15549,8,22,36,NA,NA
15550,8,22,4,NA,NA
15551,11,NA,NA,None,NA
15552,11,NA,NA,None,NA
15553,11,NA,NA,None,NA
15554,11,NA,NA,None,NA
15555,11,NA,NA,None,NA
15556,11,NA,NA,None,NA
15557,11,NA,NA,None,NA
15558,11,16,11,NA,NA
15559,11,17,73,NA,NA
15560,11,17,NA,NA,NA
15561,4,22,41,NA,2.61
15562,4,23,8,NA,0.96
15563,4,23,2,NA,NA
15564,4,24,NA,NA,NA
15565,4,23,6,NA,NA
15566,4,24,NA,NA,NA
15567,4,24,NA,NA,NA
15568,4,19,27,NA,NA
15569,4,19,24,NA,NA
15570,4,21,NA,NA,NA
15571,4,19,NA,Low,1.69
15572,4,20,12,Low,1.05
15573,4,22,6,NA,NA
15574,4,22,NA,NA,NA
15575,4,22,12,NA,NA
15576,4,21,1,NA,NA
15577,4,23,4,NA,NA
15578,4,19,NA,NA,NA
15579,4,19,25,NA,NA
15580,4,16,3,NA,NA
15581,11,20,2,Moderate,7.91
15582,11,23,5,Low,1.85
15583,11,23,1,Low,NA
15584,11,22,NA,Low,NA
15585,11,21,3,Low,NA
15586,11,22,2,Low,NA
15587,11,22,4,Low,NA
15588,11,14,21,Low,NA
15589,11,14,55,Low,NA
15590,11,16,NA,Moderate,NA
15591,13,19,NA,High,NA
15592,13,17,4,NA,NA
15593,13,14,NA,NA,NA
15594,13,NA,NA,None,NA
15595,13,16,NA,Moderate,NA
15596,13,16,2,Low,NA
15597,13,17,NA,Low,NA
15598,13,16,20,Moderate,NA
15599,13,16,15,Moderate,NA
15600,13,16,NA,Low,NA
15601,26,15,6,Moderate,NA
15602,26,15,6,NA,NA
15603,26,11,NA,Low,NA
15604,26,11,NA,Low,NA
15605,26,10,NA,Low,NA
15606,26,10,NA,Low,NA
15607,26,10,NA,Low,NA
15608,26,9,NA,Moderate,NA
15609,26,9,NA,Low,NA
15610,26,12,3,Moderate,NA
15611,2,10,12,NA,0.81
15612,2,10,50,NA,2.5
15613,2,13,NA,NA,NA
15614,2,13,NA,NA,NA
15615,2,14,6,NA,NA
